endpoint,display_label,n,single_mean,reranked_mean,favorable_relative_change_percent,ci95_low_percent,ci95_high_percent
pcset_coverage:non-serial,PC-set coverage (non-serial),1086,0.9945825659914059,0.9993247391037449,0.4768003456416744,0.2854629901090931,0.6835681330720446
interval_vector_distance:non-serial,Interval-vector distance (non-serial),1086,0.2716390423572744,0.016574585635359115,93.89830508474579,70.84745762711866,118.64406779661019
row_order_accuracy:serial,Row-order accuracy (serial),914,0.15804709221610858,0.23496711298206938,48.66905153862801,44.62968279959375,52.6904949855796
aggregate_completion_rate:serial,Aggregate completion (serial),914,0.9962618526622902,0.9891502552881107,-0.713828132149721,-1.015832341905372,-0.43927885055367444
rhythmic_profile_distance:all,Rhythmic-profile distance (all),2000,0.8711924240365625,0.8159203469306231,6.3444166387309755,5.659022943288423,7.094186312733983
gesture_consistency_score:all,Gesture consistency (all),2000,0.5246070113308134,0.553546085279046,5.516333812394253,4.737223418094047,6.285255675835298
