experiment,split,num_samples,token_accuracy,model_loss,target_pcset_coverage,interval_vector_distance,row_order_accuracy,aggregate_completion_rate,serial_transformation_accuracy,rhythmic_profile_distance,density_curve_error,gesture_consistency_score,range_violation_rate,musicxml_export_success_rate
controlled_single_candidate,test,2000,0.6253677487373352,0.8158271789550782,0.9954416666666667,26.243,0.15804709221610855,0.663375,0.15804709221610855,0.8711924240365625,5.889555218338966,0.5246070113308134,0.0005513333972720387,1.0
controlled_constraint_reranked,test,2000,0.6253677487373352,0.8158271789550782,0.9951916666666667,25.7355,0.23496711298206938,0.6597083333333333,0.23496711298206938,0.8159203469306231,5.656331068336963,0.553546085279046,8.54296066252588e-05,1.0
